formula,composition_str,gap pbe
LiGdAu2,Li1 Gd1 Au2,0.0
Tl2Cl3,Tl2 Cl3,0.0
CClF3,C2 F6 Cl2,6.6055
Mg6VCrO8,Mg6 V1 Cr1 O8,0.0
ZnCdAu2,Zn1 Cd1 Au2,0.0
Li3MgNiO4,Li24 Mg8 Ni8 O32,1.3007000000000002
Mg7Si8(O11F)2,Mg14 Si16 O44 F4,5.3655
Fe9Se8,Fe9 Se8,0.0
Pm3Sm,Pm6 Sm2,0.0
Ba3NaSr(SbO4)3,Ba6 Na2 Sr2 Sb6 O24,1.5831
Te4Mo3WS4,Te4 Mo3 W1 S4,0.0
In2CuSe3Br,In2 Cu1 Se3 Br1,0.48770000000000024
Bi17As5Pb5O43,Bi17 As5 Pb5 O43,2.4829999999999997
Lu2CoGe4,Lu2 Co1 Ge4,0.0
Ta2NbRh,Ta2 Nb1 Rh1,0.0
P6H24N19,P24 H96 N76,1.5149000000000001
AsN(OF3)2,As1 N1 O2 F6,2.7426
K3TbCl6,Tb1 K3 Cl6,4.5486
FeSn(PO4)2,Fe2 Sn2 P4 O16,1.4533000000000005
Ti2CuRe,Ti2 Cu1 Re1,0.0
RbGeSbO5,O40 Ge8 Rb8 Sb8,2.4629
Nd6ZnFe13,Nd12 Zn2 Fe26,0.0
NaErO2,O2 Na1 Er1,4.0684000000000005
Sr3(AlSi)2,Al2 Si2 Sr3,0.0
MnH30C6Se5N6,Mn4 H120 C24 Se20 N24,0.8150000000000001
Li3Ti(NiO2)4,Li3 Ti1 Ni4 O8,0.0
Mg14TiZnO16,Mg14 Ti1 Zn1 O16,0.0
AlGaO3,Al8 Ga8 O24,3.1117000000000004
Mn2FeO6,Mn2 Fe1 O6,0.0
Mg3Co3(AsO4)4,Mg6 Co6 As8 O32,2.0777
NaMg6AlO8,Na1 Mg6 Al1 O8,3.5967000000000002
CaB4O7,Ca8 B32 O56,5.6352
KTmP2O7,K4 Tm4 P8 O28,5.0016
Mn(SiO3)2,Mn2 Si4 O12,0.9207000000000001
NaLi5Mn2P2(CO7)2,Na2 Li10 Mn4 P4 C4 O28,3.5368999999999997
Tb10Mn13C18,Tb10 Mn13 C18,0.0
Rb2SbCl6,Rb2 Sb1 Cl6,0.0
Na2Y3Te4(ClO4)3,Na4 Y6 Te8 Cl6 O24,3.4419999999999997
CeU2O6,Ce1 U2 O6,0.0
Cu2H5C3N3O5,Cu4 H10 C6 N6 O10,2.8819
RbCuSb2H2Se4O,Rb4 Cu4 Sb8 H8 Se16 O4,0.6093999999999999
ThV2PbO8,Th2 V4 Pb2 O16,2.9003
KNb4AsO13,K4 Nb16 As4 O52,2.4356999999999998
La3Mn3O10,La9 Mn9 O30,0.0
GaSe,Ga2 Se2,1.2233
Zn4Cu5(TeO6)3,Zn8 Cu10 Te6 O36,0.0
Ce5Ge2Ir,Ce20 Ge8 Ir4,0.0
LiFeCoO4,Li2 Fe2 Co2 O8,0.6507999999999998
Li4Mn3CoO8,Li4 Mn3 Co1 O8,0.0
Li2VOF4,Li8 V4 O4 F16,0.8844
La3BeAlS7,La6 Be2 Al2 S14,2.1837
AlCr4GaC2,Al1 Cr4 Ga1 C2,0.0
Li5Ti2Fe3O10,Li5 Ti2 Fe3 O10,1.6499000000000006
Na4ZnSe3,Na8 Zn2 Se6,1.6877
Li2Mn(CoO3)2,Li4 Mn2 Co4 O12,0.8201
CaCr2O7,Ca2 Cr4 O14,2.6242
EuGe3Pt,Ge3 Eu1 Pt1,0.0
BaGa4,Ga4 Ba1,0.0
Cs2V2H2O7,Cs8 V8 H8 O28,3.0863
Yb(HoSe2)2,Yb4 Ho8 Se16,1.1457000000000002
Na6MgAl4Si13O36,Na6 Mg1 Al4 Si13 O36,5.029300000000001
La4Pr(CoP)10,La4 Pr1 Co10 P10,0.0
Cr4OF11,Cr8 O2 F22,0.9424
K2InGaCl6,K2 In1 Ga1 Cl6,1.5288
ZrCo2,Co4 Zr2,0.0
Mg(NiO2)2,Mg2 Ni4 O8,0.6210999999999998
CdSnO3,Cd2 Sn2 O6,0.9762
NaCl3,Na4 Cl12,2.6845
Te2Au,Te16 Au8,0.0
ZrAlCu2,Zr1 Al1 Cu2,0.0
Sc4NCl6,N2 Cl12 Sc8,0.0
La3AlCoS7,La6 Al2 Co2 S14,0.0
CaIn2Cu,Ca2 In4 Cu2,0.0
CdI2,Cd12 I24,2.3715
LiFeP2H5O9,Li4 Fe4 P8 H20 O36,3.5801
B2S3,B4 S6,1.5239999999999998
Yb3Ge13Pt4,Yb12 Ge52 Pt16,0.0
Li2Mn3VO8,Li4 Mn6 V2 O16,0.38219999999999965
Hf6Si7Ni16,Hf6 Si7 Ni16,0.0
Ba2Bi2F11,Ba6 Bi6 F33,0.2141
RbLiMg14,Rb1 Li1 Mg14,0.0
Pm2CdIn,Pm2 Cd1 In1,0.0
Mn2Fe4SiGe,Mn2 Fe4 Si1 Ge1,0.0
Tm(Mg4Al3)4,Tm1 Mg16 Al12,0.0
Li3HfO3,Li12 Hf4 O12,0.0
NiGe2,Ni4 Ge8,0.018199999999999328
NdCdAu,Nd3 Cd3 Au3,0.0
K2Mn2Zn4Si4O15,K2 Mn2 Zn4 Si4 O15,1.6655
PrSnAu,Pr2 Sn2 Au2,0.0
Pb3WO6,Pb12 W4 O24,2.3832
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.8239000000000001
Ca3Cu2(ClO2)2,O4 Cl2 Ca3 Cu2,0.0
K2InGaF6,K2 In1 Ga1 F6,2.5553
Ca2Ta2SnO8,Ca4 Ta4 Sn2 O16,2.8545
Ag3Sn,Ag3 Sn1,0.0
PrTl3,Pr1 Tl3,0.0
Li4MnCo2O7,Li8 Mn2 Co4 O14,0.09260000000000002
Ba8Sr2Yb5(Cu3O7)5,Ba8 Sr2 Yb5 Cu15 O35,0.0
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.5126
Li3V3P8O29,Li6 V6 P16 O58,0.9409000000000001
Li3FeF6,Li18 Fe6 F36,3.9832
KTlO2,O2 K1 Tl1,0.8835999999999999
K2Ca2(SO4)3,O48 S12 K8 Ca8,5.5099
AlSn(WO4)2,Al2 Sn2 W4 O16,0.16970000000000063
Zn(CuO2)2,Zn6 Cu12 O24,0.0
MnGaRu2,Mn1 Ga1 Ru2,0.0
Zr(Zn10Ni)2,Zr2 Zn40 Ni4,0.0
ZrAl6Mo,Zr1 Al6 Mo1,0.0
Mn12O5F19,Mn12 O5 F19,0.1109
Li2VSO4F3,Li8 V4 S4 O16 F12,2.237
Ba8U2PdSe16,Ba16 U4 Pd2 Se32,0.40580000000000016
ZnGa3,Zn1 Ga3,0.0
Er2CdHg,Er2 Cd1 Hg1,0.0
Cs2LiCr(CN)6,Cs4 Li2 Cr2 C12 N12,1.8904
ErSbRh,Er4 Sb4 Rh4,0.0
Li3Sb2(PO4)3,Li12 Sb8 P12 O48,3.4734
Li2Co(SiO3)2,Li4 Co2 Si4 O12,2.9727
Eu(ErS2)2,Eu4 Er8 S16,0.29440000000000044
Sb(PO3)4,Sb2 P8 O24,0.0
La(Al5Ru)2,La2 Al20 Ru4,0.0
Mn5(FeO3)4,Mn10 Fe8 O24,0.6869000000000001
CaP3,P6 Ca2,0.024099999999999788
Zn(C2N3)2,Zn4 C16 N24,4.7631
Mg2ZnPd,Mg2 Zn1 Pd1,0.0
FeAsO4,O24 Fe6 As6,2.083
CeY4Zn5,Ce1 Y4 Zn5,0.0
Ag2F,F1 Ag2,0.0
YbScO2,Yb2 Sc2 O4,0.0
Li4Ti4V(Fe2O9)2,Li8 Ti8 V2 Fe8 O36,1.6191999999999998
Li3CuF6,Li6 Cu2 F12,0.8084
RbNaUSi2O9,Rb2 Na2 U2 Si4 O18,0.3832
Li4MnV3(P2O7)4,Li4 Mn1 V3 P8 O28,0.31710000000000016
La8Sb14Pt17,La16 Sb28 Pt34,0.0
Sr(PrSe2)2,Pr4 Se8 Sr2,1.7496999999999998
Er2GaCo2,Er2 Ga1 Co2,0.0
Lu2Nb2O7,Lu4 Nb4 O14,0.0
YbAlAu,Al4 Yb4 Au4,0.0
Mg2GeSe4,Mg8 Ge4 Se16,1.4167
Hf6Al16Ir7,Hf6 Al16 Ir7,0.0
Li3FeSiBO7,Li6 Fe2 Si2 B2 O14,0.0
MoW(SeS)2,Mo2 W2 Se4 S4,0.7778
Li9Al(NiO4)2,Li36 Al4 Ni8 O32,2.8286
Fe5NiO8,Fe5 Ni1 O8,0.008600000000000385
Mn12O5F19,Mn12 O5 F19,0.0
Al3Pd2,Al3 Pd2,0.0
LaMgTaFeO6,La2 Mg2 Ta2 Fe2 O12,2.8630000000000004
KSi,Si32 K32,1.2619000000000002
Zr3(CrGa3)2,Zr6 Cr4 Ga12,0.0
Li3V3P8O29,Li6 V6 P16 O58,0.6582
BaGd2PdO5,Ba2 Gd4 Pd2 O10,0.03599999999999959
EuZn11,Eu2 Zn22,0.0
Tb4Ga21Ni10,Tb4 Ga21 Ni10,0.0
KCaMg14,K1 Ca1 Mg14,0.0
Mg14FeCoO16,Mg14 Fe1 Co1 O16,0.0
Li3CrClO4,Li6 Cr2 Cl2 O8,2.6207000000000003
K2U2WO10,K16 U16 W8 O80,1.8912
Ca2SnN2,Ca4 Sn2 N4,0.0
LiMn2(BO3)2,Li4 Mn8 B8 O24,0.2138
HoGe2Pd,Ho2 Ge4 Pd2,0.0
Rb2TeBr6,Rb2 Te1 Br6,2.101
Li3Sb2(PO4)3,Li6 Sb4 P6 O24,3.5668
MnSb2Pb5O11,Mn2 Sb4 Pb10 O22,1.1326999999999998
La4(HoS2)11,La4 Ho11 S22,0.0
TbAl,Al8 Tb8,0.0
SrCu2(BO3)2,Sr2 Cu4 B4 O12,0.0
BaAsHO4,Ba12 As12 H12 O48,3.4592
NaLi5Mn2P2(CO7)2,Na2 Li10 Mn4 P4 C4 O28,3.5994999999999995
U8FeS17,U8 Fe1 S17,0.0
RbP2H5O8,Rb2 P4 H10 O16,5.5594
Hf2InNi2,Hf8 In4 Ni8,0.0
NdAlAg2,Nd1 Al1 Ag2,0.0
Ba(AlSe2)2,Ba4 Al8 Se16,3.0541000000000005
CaP3H16(NO4)3,Ca4 P12 H64 N12 O48,4.796
ZrFeRe,Zr4 Fe4 Re4,0.0
YbH18(BrO6)3,Yb2 H36 Br6 O36,0.0
Ge8Pd21,Ge16 Pd42,0.0
GdCuSb2,Cu2 Sb4 Gd2,0.056699999999999307
KRb2GaF6,K5 Rb10 Ga5 F30,5.7765
Cs2KTbCl6,Tb1 Cs2 K1 Cl6,5.0878
Sr6Sn12Pt11,Sr12 Sn24 Pt22,0.0
Eu3AuO6,Eu3 Au1 O6,0.0
NbFe(PbO3)2,Nb1 Fe1 Pb2 O6,0.4621000000000004
Nb3Te4,Nb6 Te8,0.0
InGaSb2,In1 Ga1 Sb2,0.0
LiSiBiO4,Li4 Si4 Bi4 O16,3.0152000000000005
Y11Cd45,Y22 Cd90,0.12990000000000013
NiH18C4S6(N2O)4,Ni4 H72 C16 S24 N32 O16,2.5269
Mn2BiPO6,Mn8 Bi4 P4 O24,2.2474
La2Ti3(AgO5)2,O10 Ti3 Ag2 La2,1.9412000000000003
BaLaI5,Ba2 La2 I10,2.1330999999999998
Na4U(MoO4)4,Na8 U2 Mo8 O32,0.006299999999999972
Sr3Ir2O7,Sr3 Ir2 O7,0.0
CaMg2Al6O12,Ca1 Mg2 Al6 O12,3.2795999999999994
PuCu2,Pu2 Cu4,0.0
NaCe(MoO4)2,Na1 Ce1 Mo2 O8,0.025099999999999234
FeAs2S4(O2F3)4,Fe4 As8 S16 O32 F48,2.362
Ca5La7Mn7Ru5O36,Ca5 La7 Mn7 Ru5 O36,0.0
RbFeI4,Rb4 Fe4 I16,0.5623999999999999
Sc3OsC4,Sc6 Os2 C8,0.0
Li2Mn2Co(PO4)3,Li4 Mn4 Co2 P6 O24,0.7424999999999997
K2La2Sb2S9,K4 La4 Sb4 S18,1.1599000000000004
Co5(P2O7)4,Co5 P8 O28,0.0
KTi3NbO9,K2 Ti6 Nb2 O18,2.5039000000000002
Mg6GaSb,Mg6 Ga1 Sb1,0.0
LaNd(CoO3)2,La2 Nd2 Co4 O12,0.0
HoH15(CO5)3,Ho2 H30 C6 O30,4.7867
SmSF,F2 S2 Sm2,1.2296999999999998
Pb2SO5,O10 S2 Pb4,3.1338
Ho2O3,O3 Ho2,4.2394
SmCl2,Sm2 Cl4,0.0
Rb3HoF6,Rb3 Ho1 F6,5.793699999999999
K8Zr6MnBr20,K8 Zr6 Mn1 Br20,0.044700000000000184
AgBrO2,Ag2 Br2 O4,0.0
CuSb2BrO3,Cu8 Sb16 Br8 O24,0.7827999999999999
NaZr2CuF11,Na1 Zr2 Cu1 F11,0.5941000000000001
Cs3(SeO4)2,Cs3 Se2 O8,0.0
BePH4NO4,H16 Be4 N4 O16 P4,5.082699999999999
HoMg2,Ho2 Mg4,0.0
PrCu(MoO4)2,Pr8 Cu8 Mo16 O64,2.0801
K2Li14Pb3O14,Pb3 K2 Li14 O14,1.9157000000000002
Gd3Si2BrO8,Gd6 Si4 Br2 O16,2.1818999999999997
Sr2ErCu2(BiO4)2,Sr2 Er1 Cu2 Bi2 O8,0.0
Fe3Co2Sn(PO4)6,Fe3 Co2 Sn1 P6 O24,0.0
La2MgCoO6,La2 Mg1 Co1 O6,0.3352000000000004
Mg2V2(SiO4)3,Mg8 V8 Si12 O48,1.7748000000000004
Ga6SnTe10,Ga12 Sn2 Te20,0.7473000000000005
Li2Mn2Si5O13,Li4 Mn4 Si10 O26,3.2859999999999996
CaCoNiP2O9,Ca4 Co4 Ni4 P8 O36,0.15260000000000007
K2H5F7,H20 F28 K8,7.1692
YCuPbS3,Y4 Cu4 Pb4 S12,1.5852000000000004
K2Al2Si2O9,K8 Al8 Si8 O36,0.5299
LiHO,Li2 H2 O2,4.022
SrMnN2,Sr4 Mn4 N8,0.0
Ba2PuTiO6,Ba2 Pu1 Ti1 O6,0.19890000000000008
CaSnS3,Ca12 Sn12 S36,1.4083999999999999
TiO2,Ti4 O8,2.6333
Na5GdO4,Na40 Gd8 O32,2.2016
Li7VAs4,Li14 V2 As8,0.893
Li8Ti2O7,Li32 Ti8 O28,0.7655000000000003
Nd(Sn3Ru2)2,Nd1 Sn6 Ru4,0.0
Be2Re,Be8 Re4,0.0
Li3Cr(BO3)2,Li12 Cr4 B8 O24,3.1140000000000003
Li3Mn2O5,Li6 Mn4 O10,0.5871999999999997
Zr2Cl5,Zr48 Cl120,0.0
Yb2(B2Rh3)3,Yb2 B6 Rh9,0.0
BaNiSn3,Ni1 Sn3 Ba1,0.0
MnP6(WO8)3,Mn1 P6 W3 O24,1.1344000000000003
KNa7Al8(SiO4)8,K1 Na7 Al8 Si8 O32,4.3751999999999995
LiFeF3,Li8 Fe8 F24,3.0149
Ti2O3,Ti8 O12,0.0
GdInPt4,Gd1 In1 Pt4,0.0
Mn2O3F,Mn8 O12 F4,0.0
In2HgS4,S8 In4 Hg2,0.34830000000000005
MgAlH5,Mg2 Al2 H10,3.2731000000000003
Li2VBO4,Li4 V2 B2 O8,2.0185999999999997
Pr2CuO4,O4 Cu1 Pr2,0.0
Sm(HO)3,Sm2 H6 O6,3.7105
Tb2Al6Si4Au,Al6 Si4 Tb2 Au1,0.0
Er(FeGe)6,Er3 Fe18 Ge18,0.0
LiVCuO4,Li2 V2 Cu2 O8,0.0
Zr(PS3)2,P4 S12 Zr2,1.5319000000000003
Li2MgTi3O8,Li8 Mg4 Ti12 O32,3.2916
TiGeTe6,Ti2 Ge2 Te12,0.41830000000000034
CdH7C3NO6,Cd4 H28 C12 N4 O24,4.7501999999999995
NaVP2O7,Na2 V2 P4 O14,2.141
Ba2HgS3,S12 Ba8 Hg4,1.3556
Li6Nb3P8O29,Li12 Nb6 P16 O58,0.06489999999999974
Zr,Zr1,0.0
Ga3Ir,Ga12 Ir4,0.0
NpCdPt2,Np1 Cd1 Pt2,0.0
Tl2O3,Tl4 O6,0.1854
Nb3Co(PO4)6,Nb3 Co1 P6 O24,2.1091
Li(H3N)4,Li8 H96 N32,0.0
Mn3SbN,Mn3 Sb1 N1,0.0
SnSb,Sn1 Sb1,0.0
V2O3F,V4 O6 F2,0.0
GaGeRu2,Ga1 Ge1 Ru2,0.0
Rb3Tm2Cu4Br13,Rb6 Tm4 Cu8 Br26,1.9138000000000002
Li3FeP2O9,Li6 Fe2 P4 O18,0.018399999999999972
LaFe2AsN,La2 Fe4 As2 N2,0.0
MgMnP2O7,Mg2 Mn2 P4 O14,3.6608000000000005
Ce2Zn4Ru,Ce4 Zn8 Ru2,0.0
PS2N(Cl3O2)2,P4 S8 N4 Cl24 O16,2.6486
UGaAu,U4 Ga4 Au4,0.0
Na2TbO3,Tb3 Na6 O9,0.0
KTbS2,Tb1 K1 S2,2.3136
Mn4Ga3Co8Ge,Mn4 Ga3 Co8 Ge1,0.0
Lu12Co31Sn16,Lu12 Co31 Sn16,0.0
Pr8Ni18P11,Pr16 Ni36 P22,0.0
K4Sn21Hg2,K8 Sn42 Hg4,0.7931999999999997
LiFe2(BO3)2,Li4 Fe8 B8 O24,1.5639
Sb3O7,Sb12 O28,0.0
Na(NiO2)2,Na4 Ni8 O16,0.0
ErBO3,Er2 B2 O6,4.5583
V2CoO6,V2 Co1 O6,1.9292
Nd2H6Se7O20,Nd8 H24 Se28 O80,3.5469000000000004
Pm2CdGa,Pm2 Cd1 Ga1,0.0
ThTaN3,Th4 Ta4 N12,0.3988000000000005
MnFe2Ge,Mn1 Fe2 Ge1,0.0
TeMoWSe2S,Te2 Mo2 W2 Se4 S2,0.27760000000000007
Sc2Mn12P7,Sc2 Mn12 P7,0.0
AgBi2S3Cl,Ag2 Bi4 S6 Cl2,0.7821000000000007
Li17V16O32,Li17 V16 O32,0.6445999999999996
La(YS2)3,La2 Y6 S12,1.0782999999999996
Al24Zn3O40,Al24 O40 Zn3,0.0
Li24MnCr11O36,Li24 Mn1 Cr11 O36,1.0015999999999998
NiH20(C4N5)2,Ni2 H40 C16 N20,2.0088999999999997
Na8(WO3)19,Na8 W19 O57,0.0
GdDyIr2,Gd1 Dy1 Ir2,0.0
V3Sb2,V6 Sb4,0.0
LiTi2(PO4)3,Li2 Ti4 P6 O24,2.7607999999999997
Cs4Pr6OsI13,Cs4 Pr6 Os1 I13,0.030299999999999994
Sm2TeO6,Sm4 Te2 O12,2.5849
Li3V3P8O29,Li6 V6 P16 O58,1.1973
Tm2Fe2Si2C,C1 Si2 Fe2 Tm2,0.013099999999999667
Sr2NdCu3(PbO4)2,Sr2 Nd1 Cu3 Pb2 O8,0.0
MgH16(IO8)2,Mg2 H32 I4 O32,2.217
Nd,Nd1,0.0
SrIn,Sr8 In8,0.0
Lu3(GeRh)2,Lu12 Ge8 Rh8,0.0
LiFeP2O7,Li8 Fe8 P16 O56,1.4647
RbInI4,Rb6 In6 I24,2.5376000000000003
Ni3Au,Ni6 Au2,0.0
NbO2,Nb2 O4,0.0
Fe3Pt,Fe3 Pt1,0.0
Fe3Ni3B2,Fe6 Ni6 B4,0.0
K2Th(PSe3)3,K8 Th4 P12 Se36,1.7459000000000002
PdCl2,Pd2 Cl4,0.9724
LiZnAu2,Li1 Zn1 Au2,0.0
YV2O4,Y2 V4 O8,0.8193999999999999
ThH20C4S2N8O15,Th4 H80 C16 S8 N32 O60,0.28190000000000004
CsAsF6,F6 As1 Cs1,5.2216
CeCoGe3,Co1 Ge3 Ce1,0.0
KSnSe2,K2 Sn2 Se4,0.0
CoAs3,Co4 As12,0.0
Li10V5Cr3O16,Li10 V5 Cr3 O16,1.1298000000000004
TbSi,Si4 Tb4,0.0
Tm3Cu11Si4,Tm6 Cu22 Si8,0.019400000000000084
MnFeSiO4,Mn4 Fe4 Si4 O16,2.3284
Na4NiO4,Na32 Ni8 O32,0.0
AlH3,Al4 H12,3.2483
In3SnI5,In12 Sn4 I20,2.1658
Rb2LiDyCl6,Rb2 Li1 Dy1 Cl6,5.1062
U2Fe3Si5,U4 Fe6 Si10,0.0
Li2Si4NiO10,Li4 Si8 Ni2 O20,3.7536999999999994
Er2MgCd,Er2 Mg1 Cd1,0.0
Li9Sb3S,Li36 Sb12 S4,0.0665
TmInPd2,Tm1 In1 Pd2,0.0
ZnCu3,Zn1 Cu3,0.0
Ca2Mn3P3H6O17,Ca8 Mn12 P12 H24 O68,0.7858999999999998
TlCrO3,Tl4 Cr4 O12,0.36019999999999985
Li5Mn(CoO4)2,Li5 Mn1 Co2 O8,0.0
Na5(WO3)7,Na5 W7 O21,0.16290000000000004
TcMo,Tc1 Mo1,0.0
CsNd2Ag3Te5,Cs2 Nd4 Ag6 Te10,1.0232999999999999
Zr6Ga16Rh7,Zr6 Ga16 Rh7,0.0
Te2NO7,Te8 N4 O28,0.0
Mn3Pd5,Mn3 Pd5,0.0
FeBi6P2(O7F)2,Fe2 Bi12 P4 O28 F4,1.9482999999999997
YErO3,Y4 Er4 O12,4.5443999999999996
Rb2CoH12(SeO7)2,Co2 Se4 O28 Rb4 H24,2.6757
Sc3Mn3Al7Si5,Sc6 Mn6 Al14 Si10,0.0
SiO2,Si6 O12,5.3927000000000005
BiSbO4,O8 Sb2 Bi2,2.4146
Ag3SI,Ag3 S1 I1,0.34129999999999994
Th(BIr)4,Th2 B8 Ir8,0.0
Li7Mn4CoO12,Li7 Mn4 Co1 O12,0.6130999999999998
PbAuO2,Pb2 Au2 O4,0.0
LiFe3(OF3)2,Li2 Fe6 O4 F12,1.8513
Ba2Ti6N2O11,Ba2 Ti6 N2 O11,2.1391
TeI2,Te2 I4,0.7143999999999999
SrSn4,Sr2 Sn8,0.0
Nd3Sb4Pt7,Sb4 Nd3 Pt7,0.002200000000000202
CsAlAs3H5O12,Cs2 Al2 As6 H10 O24,3.3937999999999997
KPaO3,K1 Pa1 O3,3.0821
HoIO,Ho2 I2 O2,3.4575
HfMn2,Mn8 Hf4,0.0
NiBiAsO5,Ni2 Bi2 As2 O10,3.0150999999999994
Li4Mn5CoO12,Li4 Mn5 Co1 O12,0.11009999999999964
Na6WN4,Na12 W2 N8,1.2474000000000003
Na15Y2C9SClO30F,Na15 Y2 C9 S1 Cl1 O30 F1,1.0897
Li2VFeP2(O4F)2,Li4 V2 Fe2 P4 O16 F4,1.6052
MgSi(HO)6,Mg2 Si2 H12 O12,5.5147
Sm2ZnRu,Sm2 Zn1 Ru1,0.0
Tb(GeRu)2,Ge2 Ru2 Tb1,0.0
CaCO3,Ca2 C2 O6,4.848599999999999
HoGa,Ho2 Ga2,0.0
PrNdCo14B,Pr4 Nd4 Co56 B4,0.0
Cr4OF11,Cr8 O2 F22,0.9371
Ba3MgTa2O9,O9 Mg1 Ba3 Ta2,3.2733
EuAlAu,Eu4 Al4 Au4,0.0
Li5V3P8O29,Li10 V6 P16 O58,0.9162
NaCa9ScZn9(SiO3)20,Na1 Ca9 Sc1 Zn9 Si20 O60,4.0947
V3OF11,V6 O2 F22,1.5253999999999999
MgV2O6,Mg1 V2 O6,2.631
La(AuF4)3,F24 La2 Au6,2.1504
S,S36,2.4187
KMg14Zn,K1 Mg14 Zn1,0.0
K2TlAuF6,K2 Tl1 Au1 F6,0.0
NaYF4,Na6 Y6 F24,7.206200000000001
Nb3SiNi2,Nb12 Si4 Ni8,0.0
Li4MnCo2O7,Li8 Mn2 Co4 O14,0.7908999999999997
LaErS3,La12 Er12 S36,0.8793999999999995
Li2VCr3O8,Li2 V1 Cr3 O8,0.9550000000000001
CeBeAl3,Ce1 Be1 Al3,0.0
LaCeMg14,La1 Ce1 Mg14,0.0
LiFeF4,Li2 Fe2 F8,3.2363999999999997
SbPb2S2I3,Sb4 Pb8 S8 I12,1.7237999999999998
CaSiN2,Ca4 Si4 N8,2.1951
EuTm2O4,Eu4 Tm8 O16,0.13809999999999967
Li5Mn2CoO8,Li5 Mn2 Co1 O8,0.6144000000000003
LiCu(PO3)4,Li2 Cu2 P8 O24,0.5950000000000001
K2RbCeI6,K2 Rb1 Ce1 I6,0.27939999999999987
RbPrP3HO10,Rb2 Pr2 P6 H2 O20,4.8166
CaSiSnO5,Ca2 Si2 Sn2 O10,3.4619
Ti10O11,Ti20 O22,0.0
GaAgSeS,Ga2 Ag2 Se2 S2,0.6284000000000001
Te8Rh3,Rh3 Te8,0.0
Na3Li3Fe2P2(CO7)2,Na6 Li6 Fe4 P4 C4 O28,3.992
LiMn(PO3)4,Li1 Mn1 P4 O12,1.6151
Ce(SiIr)2,Si2 Ce1 Ir2,0.0
Cd3(ClO)2,O4 Cl4 Cd6,1.1707
U3Ni3Sb4,U6 Ni6 Sb8,0.0
WO3,O12 W4,1.4239
Ce(AlGe)2,Al2 Ge2 Ce1,0.0
NbH8N2OF5,Nb4 H32 N8 O4 F20,4.3911
KNbO3,K1 Nb1 O3,1.4120999999999997
Rb2PbCl5,Rb8 Pb4 Cl20,0.0
Li4Fe2Cu3O10,Li4 Fe2 Cu3 O10,0.0
Gd2Zn17,Gd4 Zn34,0.0
Eu2TiO4,Eu2 Ti1 O4,0.0
Li3MnCoO5,Li6 Mn2 Co2 O10,0.8508
RbCoO2,Rb2 Co2 O4,0.17520000000000002
CsClO4,Cs4 Cl4 O16,5.444000000000001
Li3Fe2(P2O7)2,Li12 Fe8 P16 O56,1.4918
CsEuCl3,Cs4 Eu4 Cl12,1.0936999999999997
Sr(IO3)2,Sr2 I4 O12,3.8321
Li2VP2O7,Li8 V4 P8 O28,2.5888999999999998
LiMn2(BO3)2,Li2 Mn4 B4 O12,0.4159999999999999
YMn3Se2ClO8,Y2 Mn6 Se4 Cl2 O16,1.7861999999999996
Li2FeSiO4,Li8 Fe4 Si4 O16,2.9464
Tl2CdTe4,Tl2 Cd1 Te4,0.07629999999999981
Li24Ti5Cr7O36,Li24 Ti5 Cr7 O36,1.1976
Fe3Co(BiO3)4,Fe3 Co1 Bi4 O12,0.7777000000000003
Cr3(NiO6)2,Cr12 Ni8 O48,0.011699999999999933
TiNbAlC,Ti2 Nb2 Al2 C2,0.0
K2RuCl5O,K8 Ru4 Cl20 O4,0.0
BaCaI4,Ba2 Ca2 I8,3.3933999999999997
Sm2AlZn,Sm2 Al1 Zn1,0.0
Sb2I2F11,F11 Sb2 I2,0.0
Gd3Bi(Ru2O7)2,Gd3 Bi1 Ru4 O14,0.0
Nb3Se5Br7,Nb6 Se10 Br14,0.9317
Li(CoO2)2,Li4 Co8 O16,0.0
Li3V(TeO3)4,Li3 V1 Te4 O12,1.9196
P3Pb5IO12,P6 Pb10 I2 O24,2.396
Ca3UN4,Ca3 U1 N4,1.3944999999999999
Li2SbAu,Li2 Sb1 Au1,0.0
Sr2TiMnO6,Sr8 Ti4 Mn4 O24,0.0
Na3Mn8O16,Na6 Mn16 O32,0.0
Li2Cr2O7,Li8 Cr8 O28,2.4367
UH12S2O15,U2 H24 S4 O30,2.203
Pr3Rh2,Pr9 Rh6,0.0
DyMnO3,Dy6 Mn6 O18,0.0
Ba3(H6Ir)2,Ba3 H12 Ir2,3.1548000000000003
Li4Ti2Mn3Co3O16,Li4 Ti2 Mn3 Co3 O16,0.2795000000000001
Na5Ni2P2(CO7)2,Na10 Ni4 P4 C4 O28,0.0
TbEr4Ni10(B2C)5,Tb1 Er4 Ni10 B10 C5,0.0
Fe4(PO4)3,Fe16 P12 O48,0.5861999999999998
YMn2O4,Y2 Mn4 O8,1.1057000000000001
Ti2Pd,Ti2 Pd1,0.0
Er3TaO7,Er6 Ta2 O14,3.3585
LiMnPO5,Li4 Mn4 P4 O20,0.20510000000000028
Zr2InNi2,Zr8 In4 Ni8,0.0
LiV2(SiO4)2,Li2 V4 Si4 O16,0.8243
Mg2Al3,Mg8 Al12,0.0
